key,status,detail
"197.359530,53.691820",ok,ok   oid=790205400008967 n=805 ra=197.3595 dec=53.6918
"199.632020,33.343600",skip,skip ra=199.6320 dec=33.3436 (n=19)
"199.592990,-2.395550",ok,ok   oid=424210300006428 n=188 ra=199.5930 dec=-2.3956
"198.641760,35.787930",skip,skip ra=198.6418 dec=35.7879 (n=73)
"199.675470,9.259470",skip,skip ra=199.6755 dec=9.2595 (n=2)
"201.642020,31.243140",ok,ok   oid=674204100023027 n=679 ra=201.6420 dec=31.2431
"200.188560,-0.413770",ok,ok   oid=424214300005196 n=330 ra=200.1886 dec=-0.4138
"202.460420,35.609730",skip,skip ra=202.4604 dec=35.6097 (n=0)
"201.798020,-2.016400",skip,skip ra=201.7980 dec=-2.0164 (n=0)
"201.791730,1.907230",skip,skip ra=201.7917 dec=1.9072 (n=76)
"202.314120,2.027910",skip,skip ra=202.3141 dec=2.0279 (n=0)
"202.399400,-1.509460",ok,ok   oid=424209100018202 n=300 ra=202.3994 dec=-1.5095
"203.932530,36.234620",skip,skip ra=203.9325 dec=36.2346 (n=16)
"203.835200,-0.977430",ok,ok   oid=425212100034347 n=332 ra=203.8352 dec=-0.9774
"202.685140,7.441330",ok,ok   oid=475213100005887 n=326 ra=202.6851 dec=7.4413
"205.154420,13.305350",ok,ok   oid=528212200001656 n=609 ra=205.1544 dec=13.3054
"203.540240,1.679210",ok,ok   oid=476204400000075 n=226 ra=203.5402 dec=1.6792
"204.264800,32.491640",ok,ok   oid=674206200011268 n=149 ra=204.2648 dec=32.4916
"204.126380,50.179550",ok,ok   oid=757215400003347 n=818 ra=204.1264 dec=50.1795
"204.674340,22.240650",ok,ok   oid=578213200017039 n=577 ra=204.6743 dec=22.2406
"205.850030,-3.328730",ok,ok   oid=425207100013337 n=274 ra=205.8500 dec=-3.3287
"205.009670,44.262430",ok,ok   oid=757202300004724 n=146 ra=205.0097 dec=44.2624
"205.768990,46.131350",ok,ok   oid=757206300010660 n=743 ra=205.7690 dec=46.1313
"207.015560,45.624580",ok,ok   oid=757202100008362 n=790 ra=207.0156 dec=45.6246
"206.081660,51.440140",ok,ok   oid=757214200008059 n=861 ra=206.0817 dec=51.4401
"206.291250,32.653000",skip,skip ra=206.2912 dec=32.6530 (n=7)
"206.199580,45.530210",ok,ok   oid=757202100001641 n=789 ra=206.1996 dec=45.5302
"206.950300,40.775760",skip,skip ra=206.9503 dec=40.7758 (n=30)
"206.465310,42.965350",ok,ok   oid=718216400008950 n=953 ra=206.4653 dec=42.9654
"205.875060,51.034480",ok,ok   oid=757214200011393 n=868 ra=205.8751 dec=51.0345
"207.298540,36.702770",skip,skip ra=207.2985 dec=36.7028 (n=52)
"207.057000,13.534390",ok,ok   oid=528211200015278 n=325 ra=207.0570 dec=13.5344
"208.512980,27.110740",ok,ok   oid=628212100006750 n=176 ra=208.5130 dec=27.1107
"208.497770,8.757420",ok,ok   oid=528202300000993 n=650 ra=208.4978 dec=8.7574
"207.826370,46.048660",ok,ok   oid=757205300025971 n=794 ra=207.8264 dec=46.0487
"209.102470,35.136980",skip,skip ra=209.1025 dec=35.1370 (n=6)
"207.494670,-0.189140",ok,ok   oid=425214400015835 n=364 ra=207.4947 dec=-0.1891
"207.790590,37.486350",ok,ok   oid=718203300001765 n=325 ra=207.7906 dec=37.4864
"210.704040,7.092900",ok,ok   oid=477216400003121 n=334 ra=210.7040 dec=7.0929
"210.635250,31.777450",ok,ok   oid=675207300005165 n=392 ra=210.6353 dec=31.7775
"209.506790,11.892190",ok,ok   oid=528210400005742 n=600 ra=209.5068 dec=11.8922
"210.211560,-2.617200",skip,skip ra=210.2116 dec=-2.6172 (n=39)
"212.464180,-3.276020",ok,ok   oid=426207200006344 n=221 ra=212.4642 dec=-3.2760
"210.495240,43.397450",ok,ok   oid=718214300016284 n=773 ra=210.4952 dec=43.3974
"213.078670,44.754690",ok,ok   oid=758203300008718 n=1140 ra=213.0787 dec=44.7547
"210.069390,-1.139480",ok,ok   oid=426212200003191 n=374 ra=210.0694 dec=-1.1395
"213.224660,54.003990",ok,ok   oid=792207400000004 n=373 ra=213.2247 dec=54.0040
"212.490510,-1.480710",ok,ok   oid=426211200006396 n=392 ra=212.4905 dec=-1.4807
"211.972760,28.235860",ok,ok   oid=628214300034454 n=802 ra=211.9728 dec=28.2359
"214.307630,37.423630",ok,ok   oid=719204300010080 n=930 ra=214.3076 dec=37.4236
"214.647480,2.916800",skip,skip ra=214.6475 dec=2.9168 (n=0)
"213.352320,46.073930",ok,ok   oid=758207400005850 n=822 ra=213.3523 dec=46.0739
"213.897750,2.394100",ok,ok   oid=477202100010878 n=442 ra=213.8978 dec=2.3941
"214.396300,4.665190",skip,skip ra=214.3963 dec=4.6652 (n=9)
"216.375790,5.459900",ok,ok   oid=478212300000383 n=257 ra=216.3758 dec=5.4599
"217.756900,-0.714350",skip,skip ra=217.7569 dec=-0.7144 (n=15)
"215.722820,47.547850",ok,ok   oid=758206200000697 n=994 ra=215.7228 dec=47.5478
"217.566880,23.062340",ok,ok   oid=629203400001975 n=835 ra=217.5669 dec=23.0623
"216.995520,6.394910",skip,skip ra=216.9955 dec=6.3949 (n=0)
"217.054410,4.879900",ok,ok   oid=478212400027565 n=396 ra=217.0544 dec=4.8799
"218.868980,3.493600",ok,ok   oid=478207400010244 n=515 ra=218.8690 dec=3.4936
"219.301980,31.371650",skip,skip ra=219.3020 dec=31.3716 (n=0)
"218.218180,39.046090",ok,ok   oid=719206300014988 n=774 ra=218.2182 dec=39.0461
"218.139690,6.845730",ok,ok   oid=478215300014866 n=362 ra=218.1397 dec=6.8457
"219.317830,28.443480",skip,skip ra=219.3178 dec=28.4435 (n=17)
"219.323340,39.145790",ok,ok   oid=719206400003986 n=408 ra=219.3233 dec=39.1458
"217.263550,38.349860",ok,ok   oid=719203100001340 n=741 ra=217.2636 dec=38.3499
"219.561490,42.568330",ok,ok   oid=719214400012692 n=871 ra=219.5615 dec=42.5683
"219.310430,37.793500",ok,ok   oid=719202100011888 n=712 ra=219.3104 dec=37.7935
"220.016620,6.326830",ok,ok   oid=478210200009025 n=463 ra=220.0166 dec=6.3268
"220.187850,51.259250",ok,ok   oid=758213100000748 n=1201 ra=220.1878 dec=51.2593
"220.213200,2.737710",skip,skip ra=220.2132 dec=2.7377 (n=11)
"221.282560,0.241260",skip,skip ra=221.2826 dec=0.2413 (n=8)
"223.775150,11.855850",ok,ok   oid=530210400034912 n=706 ra=223.7751 dec=11.8559
"222.908930,4.026440",ok,ok   oid=479208200003988 n=627 ra=222.9089 dec=4.0264
"222.056850,8.126200",ok,ok   oid=478213200009007 n=547 ra=222.0568 dec=8.1262
"219.872980,-0.188420",ok,ok   oid=427215400020129 n=523 ra=219.8730 dec=-0.1884
"223.785180,2.342410",ok,ok   oid=479204100019264 n=167 ra=223.7852 dec=2.3424
"224.495260,3.488380",skip,skip ra=224.4953 dec=3.4884 (n=11)
"220.663630,28.665450",ok,ok   oid=629213300002399 n=371 ra=220.6636 dec=28.6654
"225.637410,6.393800",skip,skip ra=225.6374 dec=6.3938 (n=26)
"224.820180,34.242550",ok,ok   oid=677212400013439 n=974 ra=224.8202 dec=34.2426
"224.312460,37.626460",skip,skip ra=224.3125 dec=37.6265 (n=48)
"224.807950,36.014300",ok,ok   oid=677216400001357 n=937 ra=224.8080 dec=36.0143
"224.496130,29.845740",ok,ok   oid=677204400020537 n=730 ra=224.4961 dec=29.8457
"226.905740,-2.602190",skip,skip ra=226.9057 dec=-2.6022 (n=26)
"227.573890,12.972480",ok,ok   oid=531211200006534 n=792 ra=227.5739 dec=12.9725
"228.280820,3.949750",skip,skip ra=228.2808 dec=3.9497 (n=27)
"225.233180,-1.873450",ok,ok   oid=428212400002215 n=459 ra=225.2332 dec=-1.8735
"228.381300,4.073800",skip,skip ra=228.3813 dec=4.0738 (n=54)
"228.423730,29.786200",ok,ok   oid=677202300007146 n=121 ra=228.4237 dec=29.7862
"228.440700,31.190300",ok,ok   oid=677202200009192 n=1155 ra=228.4407 dec=31.1903
"227.825200,27.212410",ok,ok   oid=630210100021639 n=805 ra=227.8252 dec=27.2124
"229.594270,10.761840",ok,ok   oid=531206300000326 n=775 ra=229.5943 dec=10.7618
"227.865610,3.061300",ok,ok   oid=479206400012685 n=773 ra=227.8656 dec=3.0613
"229.045510,21.036250",ok,ok   oid=582215300006536 n=312 ra=229.0455 dec=21.0362
"229.522410,32.674920",ok,ok   oid=677206100005443 n=1066 ra=229.5224 dec=32.6749
"228.934730,12.901890",skip,skip ra=228.9347 dec=12.9019 (n=18)
"230.744680,1.446530",ok,ok   oid=480204400038400 n=621 ra=230.7447 dec=1.4465
"229.616280,42.201740",ok,ok   oid=720209200001198 n=291 ra=229.6163 dec=42.2017
"230.185990,39.825090",ok,ok   oid=720205200011680 n=991 ra=230.1860 dec=39.8251
"231.259460,34.789870",ok,ok   oid=678212200011470 n=1215 ra=231.2595 dec=34.7899
"232.035710,35.794980",ok,ok   oid=677213400009813 n=475 ra=232.0357 dec=35.7950
"230.919460,3.083510",skip,skip ra=230.9195 dec=3.0835 (n=11)
"232.874040,32.983200",ok,ok   oid=678208100031387 n=1316 ra=232.8740 dec=32.9832
"233.279410,20.152050",ok,ok   oid=582209200005245 n=767 ra=233.2794 dec=20.1520
"230.688300,42.747520",ok,ok   oid=721216300005266 n=1327 ra=230.6883 dec=42.7475
"233.374800,7.683920",skip,skip ra=233.3748 dec=7.6839 (n=7)
"233.760280,10.364000",ok,ok   oid=532208400026328 n=551 ra=233.7603 dec=10.3640
"233.489100,7.300650",ok,ok   oid=480214300009587 n=753 ra=233.4891 dec=7.3007
"233.759420,34.927330",ok,ok   oid=678211200002643 n=1313 ra=233.7594 dec=34.9273
"231.323210,40.232690",ok,ok   oid=721208200001663 n=1018 ra=231.3232 dec=40.2327
"233.291770,27.488950",ok,ok   oid=631211100004210 n=883 ra=233.2918 dec=27.4889
"234.310080,45.729910",ok,ok   oid=760202200000199 n=883 ra=234.3101 dec=45.7299
"234.391970,46.233030",ok,ok   oid=760206300027743 n=1187 ra=234.3920 dec=46.2330
"235.989990,10.103750",skip,skip ra=235.9900 dec=10.1037 (n=0)
"235.105170,21.246010",ok,ok   oid=583216400004498 n=848 ra=235.1052 dec=21.2460
"235.914590,31.792070",ok,ok   oid=678206300006158 n=1290 ra=235.9146 dec=31.7921
"233.792330,29.564430",ok,ok   oid=631214200002684 n=399 ra=233.7923 dec=29.5644
"233.998450,39.339450",skip,skip ra=233.9984 dec=39.3394 (n=82)
"234.735830,8.066310",ok,ok   oid=532203300021353 n=924 ra=234.7358 dec=8.0663
"236.373470,25.191070",ok,ok   oid=631205200013265 n=850 ra=236.3735 dec=25.1911
"236.499960,46.799270",ok,ok   oid=760206100008341 n=1036 ra=236.5000 dec=46.7993
"236.642080,8.332870",ok,ok   oid=532202300006142 n=249 ra=236.6421 dec=8.3329
"236.130270,32.896160",ok,ok   oid=678206200018677 n=527 ra=236.1303 dec=32.8962
"237.025270,19.683430",ok,ok   oid=583211300024486 n=1008 ra=237.0253 dec=19.6834
"237.173950,7.222230",skip,skip ra=237.1739 dec=7.2222 (n=119)
"237.922620,35.220820",skip,skip ra=237.9226 dec=35.2208 (n=54)
"236.928030,1.428060",ok,ok   oid=481204300002872 n=736 ra=236.9280 dec=1.4281
"238.013050,5.833810",ok,ok   oid=481212100019625 n=555 ra=238.0130 dec=5.8338
"238.097040,32.581940",ok,ok   oid=678205200006534 n=1325 ra=238.0970 dec=32.5819
"238.038040,43.639400",ok,ok   oid=721213200012630 n=904 ra=238.0380 dec=43.6394
"238.243540,20.787200",ok,ok   oid=583210200033845 n=226 ra=238.2435 dec=20.7872
"238.379170,20.160870",ok,ok   oid=583210200018162 n=942 ra=238.3792 dec=20.1609
"237.174390,4.232610",ok,ok   oid=481208200010735 n=774 ra=237.1744 dec=4.2326
"238.338360,35.385020",ok,ok   oid=678213300007874 n=499 ra=238.3384 dec=35.3850
"238.419730,24.299940",skip,skip ra=238.4197 dec=24.2999 (n=48)
"238.667770,36.497770",ok,ok   oid=678213200024671 n=1350 ra=238.6678 dec=36.4978
"238.608910,20.091020",ok,ok   oid=583210200012644 n=616 ra=238.6089 dec=20.0910
"238.249750,21.046350",ok,ok   oid=583214300007287 n=1001 ra=238.2498 dec=21.0464
"240.525320,7.890330",ok,ok   oid=481214200003837 n=441 ra=240.5253 dec=7.8903
"240.412950,41.424820",ok,ok   oid=722212400016720 n=1442 ra=240.4129 dec=41.4248
"240.011840,32.445720",ok,ok   oid=679208100008376 n=485 ra=240.0118 dec=32.4457
"240.524370,17.243840",skip,skip ra=240.5244 dec=17.2438 (n=106)
"241.278360,9.784790",skip,skip ra=241.2784 dec=9.7848 (n=18)
"240.795840,43.491390",ok,ok   oid=722216100007107 n=1447 ra=240.7958 dec=43.4914
"240.198470,33.219640",ok,ok   oid=679208100017050 n=1077 ra=240.1985 dec=33.2196
"241.139980,11.779580",skip,skip ra=241.1400 dec=11.7796 (n=31)
"241.981830,9.371930",ok,ok   oid=533203200023361 n=573 ra=241.9818 dec=9.3719
"241.801000,15.242240",skip,skip ra=241.8010 dec=15.2422 (n=16)
"241.875900,56.051530",ok,ok   oid=795212100021581 n=1205 ra=241.8759 dec=56.0515
"242.513060,54.607750",ok,ok   oid=795208100001974 n=1666 ra=242.5131 dec=54.6078
"242.434650,7.169410",ok,ok   oid=481213300024795 n=872 ra=242.4347 dec=7.1694
"243.186020,29.971160",ok,ok   oid=679203400012452 n=1479 ra=243.1860 dec=29.9712
"242.418770,3.986240",ok,ok   oid=481205200019719 n=880 ra=242.4188 dec=3.9862
"243.017770,31.218830",ok,ok   oid=679203100016463 n=1583 ra=243.0178 dec=31.2188
"244.297600,6.642620",ok,ok   oid=482216400023891 n=659 ra=244.2976 dec=6.6426
"244.089390,14.750840",ok,ok   oid=533214100025398 n=609 ra=244.0894 dec=14.7508
"243.926720,23.528870",skip,skip ra=243.9267 dec=23.5289 (n=117)
"244.777640,6.269930",ok,ok   oid=482212100001183 n=596 ra=244.7776 dec=6.2699
"244.553570,29.737940",ok,ok   oid=679202400008190 n=1550 ra=244.5536 dec=29.7379
"245.018060,9.384360",ok,ok   oid=533201200004803 n=996 ra=245.0181 dec=9.3844
"245.025220,9.474870",ok,ok   oid=533201200020937 n=647 ra=245.0252 dec=9.4749
"247.044340,41.140020",ok,ok   oid=722209300033434 n=1484 ra=247.0443 dec=41.1400
"244.762680,54.091420",ok,ok   oid=795207200022895 n=1117 ra=244.7627 dec=54.0914
"247.276750,17.828340",skip,skip ra=247.2767 dec=17.8283 (n=50)
"247.251240,8.374710",ok,ok   oid=534204400006740 n=727 ra=247.2512 dec=8.3747
"247.121570,43.496810",ok,ok   oid=722213200027625 n=1680 ra=247.1216 dec=43.4968
"248.363070,26.318100",skip,skip ra=248.3631 dec=26.3181 (n=53)
"248.569460,-0.675800",skip,skip ra=248.5695 dec=-0.6758 (n=25)
"244.993960,30.538070",ok,ok   oid=679202100007904 n=1223 ra=244.9940 dec=30.5381
"249.553340,40.474520",skip,skip ra=249.5533 dec=40.4745 (n=61)
"248.238060,24.055350",ok,ok   oid=633203100032615 n=1523 ra=248.2381 dec=24.0554
"247.997250,0.356590",ok,ok   oid=431215200017741 n=593 ra=247.9973 dec=0.3566
"247.483720,27.800040",ok,ok   oid=633211100020390 n=1529 ra=247.4837 dec=27.8000
"247.791740,38.749280",ok,ok   oid=722205400022817 n=852 ra=247.7917 dec=38.7493
"249.088850,44.402840",ok,ok   oid=762204300004710 n=1885 ra=249.0889 dec=44.4028
"248.010310,32.060940",ok,ok   oid=680208400012037 n=1723 ra=248.0103 dec=32.0609
"249.630160,25.423930",ok,ok   oid=633206100015017 n=1258 ra=249.6302 dec=25.4239
"255.505510,26.213900",skip,skip ra=255.5055 dec=26.2139 (n=40)
"250.070600,27.296430",ok,ok   oid=633210100022024 n=1525 ra=250.0706 dec=27.2964
"252.746120,22.880210",ok,ok   oid=634204300015708 n=1124 ra=252.7461 dec=22.8802
"259.057550,34.498360",skip,skip ra=259.0575 dec=34.4984 (n=57)
"250.882960,30.809890",ok,ok   oid=680203100014574 n=1738 ra=250.8830 dec=30.8099
"263.335180,27.406800",skip,skip ra=263.3352 dec=27.4068 (n=53)
"253.621630,24.127900",ok,ok   oid=634204100019927 n=1296 ra=253.6216 dec=24.1279
"312.711590,0.199920",ok,ok   oid=440214300047678 n=471 ra=312.7116 dec=0.1999
"315.501770,0.083850",ok,ok   oid=440213400001905 n=525 ra=315.5018 dec=0.0838
"318.498570,6.791740",ok,ok   oid=492213300031599 n=611 ra=318.4986 dec=6.7917
"260.251360,37.741460",ok,ok   oid=724203100009110 n=875 ra=260.2514 dec=37.7415
"258.709460,29.235460",ok,ok   oid=634213200008409 n=1471 ra=258.7095 dec=29.2355
"260.428500,35.744210",ok,ok   oid=681214400021908 n=1770 ra=260.4285 dec=35.7442
"321.243240,-0.111740",ok,ok   oid=441214400038355 n=375 ra=321.2432 dec=-0.1117
"324.784330,2.333440",skip,skip ra=324.7843 dec=2.3334 (n=95)
"324.474030,-8.603240",ok,ok   oid=390210100008696 n=463 ra=324.4740 dec=-8.6032
"318.301930,3.624340",ok,ok   oid=492205200025848 n=370 ra=318.3019 dec=3.6243
"320.165660,-0.945640",ok,ok   oid=441210200012736 n=488 ra=320.1657 dec=-0.9456
"331.768830,1.175580",skip,skip ra=331.7688 dec=1.1756 (n=1)
"325.888860,1.369580",ok,ok   oid=493201300004338 n=340 ra=325.8889 dec=1.3696
"326.822680,0.035570",skip,skip ra=326.8227 dec=0.0356 (n=30)
"332.515340,-0.848520",ok,ok   oid=443211200000077 n=298 ra=332.5153 dec=-0.8485
"326.712310,0.542770",ok,ok   oid=442214200014396 n=413 ra=326.7123 dec=0.5428
"332.867150,5.065960",ok,ok   oid=494209300024306 n=560 ra=332.8671 dec=5.0660
"324.478000,7.399460",ok,ok   oid=493214400011064 n=275 ra=324.4780 dec=7.3995
"332.686500,24.999460",ok,ok   oid=644206400027217 n=1233 ra=332.6865 dec=24.9995
"318.865150,-6.091120",ok,ok   oid=441203400007985 n=528 ra=318.8652 dec=-6.0911
"253.145670,39.625950",ok,ok   oid=723206200016958 n=1532 ra=253.1457 dec=39.6260
"253.649330,33.047610",ok,ok   oid=680205200011580 n=1741 ra=253.6493 dec=33.0476
"333.594180,18.451250",ok,ok   oid=596206100005021 n=1064 ra=333.5942 dec=18.4513
"335.674860,0.421740",ok,ok   oid=443213200006505 n=381 ra=335.6749 dec=0.4217
"335.717130,18.402170",ok,ok   oid=596205100005407 n=1133 ra=335.7171 dec=18.4022
"335.812900,-0.401700",skip,skip ra=335.8129 dec=-0.4017 (n=47)
"335.843580,0.771990",ok,ok   oid=443213200034160 n=598 ra=335.8436 dec=0.7720
"337.918020,-2.192490",ok,ok   oid=444212400006049 n=222 ra=337.9180 dec=-2.1925
"336.765820,29.559310",ok,ok   oid=645215200004657 n=1224 ra=336.7658 dec=29.5593
"334.856600,27.468480",ok,ok   oid=645212200007252 n=1459 ra=334.8566 dec=27.4685
"339.432270,-1.271700",ok,ok   oid=444211200015219 n=352 ra=339.4323 dec=-1.2717
"336.116310,27.290640",ok,ok   oid=645212100012747 n=1275 ra=336.1163 dec=27.2906
"339.770730,-0.683140",skip,skip ra=339.7707 dec=-0.6831 (n=18)
"341.219940,21.602360",ok,ok   oid=597214400002061 n=833 ra=341.2199 dec=21.6024
"341.124770,0.868540",ok,ok   oid=444214200001906 n=182 ra=341.1248 dec=0.8685
"342.584440,1.538320",ok,ok   oid=496203300001230 n=585 ra=342.5844 dec=1.5383
"338.898920,24.809190",ok,ok   oid=645206300005492 n=1210 ra=338.8989 dec=24.8092
"340.306440,-1.352480",ok,ok   oid=444211100022751 n=563 ra=340.3064 dec=-1.3525
"342.398560,0.257080",skip,skip ra=342.3986 dec=0.2571 (n=58)
"343.487570,17.516210",ok,ok   oid=598208300012712 n=337 ra=343.4876 dec=17.5162
"343.458740,6.532010",skip,skip ra=343.4587 dec=6.5320 (n=57)
"343.168230,1.166300",ok,ok   oid=496203300004933 n=367 ra=343.1682 dec=1.1663
"342.464860,25.570760",ok,ok   oid=646208200019325 n=1272 ra=342.4649 dec=25.5708
"344.392160,9.847180",skip,skip ra=344.3922 dec=9.8472 (n=1)
"347.288390,7.952630",skip,skip ra=347.2884 dec=7.9526 (n=56)
"346.900710,-0.374260",ok,ok   oid=445215400005896 n=406 ra=346.9007 dec=-0.3743
"346.872810,5.565310",ok,ok   oid=496209200016130 n=396 ra=346.8728 dec=5.5653
"343.735080,0.808770",skip,skip ra=343.7351 dec=0.8088 (n=25)
"347.764390,0.268690",ok,ok   oid=445214200022619 n=128 ra=347.7644 dec=0.2687
"349.388270,-10.084530",ok,ok   oid=394207200009892 n=154 ra=349.3883 dec=-10.0845
"348.151580,-0.701070",skip,skip ra=348.1516 dec=-0.7011 (n=42)
"347.733540,1.323120",ok,ok   oid=496201400003166 n=550 ra=347.7335 dec=1.3231
"352.196520,4.174740",skip,skip ra=352.1965 dec=4.1747 (n=57)
"354.784240,7.036420",ok,ok   oid=498216300003315 n=170 ra=354.7842 dec=7.0364
"359.537270,18.776960",ok,ok   oid=550207200010182 n=201 ra=359.5373 dec=18.7770
"349.690940,31.086690",skip,skip ra=349.6909 dec=31.0867 (n=56)
"348.224070,30.738660",ok,ok   oid=692201200006500 n=716 ra=348.2241 dec=30.7387
"19.605523,19.912681",ok,ok   oid=553212200008860 n=760 ra=19.6055 dec=19.9127
"160.369276,29.459096",ok,ok   oid=621214100002977 n=499 ra=160.3693 dec=29.4591
"145.089524,55.572508",ok,ok   oid=786211300019922 n=1009 ra=145.0895 dec=55.5725
"186.471890,43.341818",ok,ok   oid=715213300007532 n=654 ra=186.4719 dec=43.3418
"166.888245,49.072271",ok,ok   oid=753210200017803 n=630 ra=166.8882 dec=49.0723
"139.989737,21.684405",skip,skip ra=139.9897 dec=21.6844 (n=73)
"130.749229,59.465259",ok,ok   oid=815201200004980 n=940 ra=130.7492 dec=59.4653
"8.167664,4.997803",ok,ok   oid=447209400004345 n=282 ra=8.1677 dec=4.9978
"343.892133,17.735246",ok,ok   oid=598208300002577 n=571 ra=343.8921 dec=17.7352
"228.632370,34.655861",ok,ok   oid=677210200004757 n=942 ra=228.6324 dec=34.6559
"127.672221,45.476922",skip,skip ra=127.6722 dec=45.4769 (n=117)
"156.360701,22.585194",ok,ok   oid=621204400006768 n=410 ra=156.3607 dec=22.5852
"166.333594,18.974581",skip,skip ra=166.3336 dec=18.9746 (n=80)
"147.654587,50.323738",ok,ok   oid=751215400002019 n=1120 ra=147.6546 dec=50.3237
"147.482399,64.596352",ok,ok   oid=816213400007097 n=870 ra=147.4824 dec=64.5964
"241.505654,40.949142",skip,skip ra=241.5057 dec=40.9491 (n=55)
"12.885827,0.976350",ok,ok   oid=448202300006896 n=501 ra=12.8858 dec=0.9764
"227.899917,22.227547",ok,ok   oid=582216100003475 n=880 ra=227.8999 dec=22.2275
"28.655059,12.514745",ok,ok   oid=503211300002238 n=708 ra=28.6551 dec=12.5147
"350.234309,31.950862",ok,ok   oid=693208400006302 n=824 ra=350.2343 dec=31.9509
"221.346300,57.809102",ok,ok   oid=793215200007920 n=1034 ra=221.3463 dec=57.8091
"0.318676,26.549436",ok,ok   oid=600211400006798 n=1215 ra=0.3187 dec=26.5494
"337.852269,20.446114",ok,ok   oid=597211200003989 n=1449 ra=337.8523 dec=20.4461
"162.990130,42.198610",ok,ok   oid=713212100001320 n=781 ra=162.9901 dec=42.1986
"178.498589,10.404005",ok,ok   oid=524207300004433 n=328 ra=178.4986 dec=10.4040
"120.671435,45.547744",ok,ok   oid=748202200001294 n=1114 ra=120.6714 dec=45.5477
"142.142200,11.527367",ok,ok   oid=519207200019530 n=562 ra=142.1422 dec=11.5274
"116.781515,26.556996",ok,ok   oid=615209300015351 n=1172 ra=116.7815 dec=26.5570
